06-05-2021_10-25-11,bombus_hypnorum,60.177,1160,232,1798,754,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-33-50,bombus_hypnorum,74.994,1160,232,1798,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-33-50,bombus_hypnorum,76.014,1160,232,1798,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-33-51,bombus_hypnorum,71.192,1160,232,1798,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-34-08,bombus_hypnorum,63.338,1160,232,1798,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-39-31,bombus_hypnorum,83.774,1160,232,1798,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-53-13,bombus_hypnorum,60.812,1160,232,1740,870,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-54-57,bombus_hypnorum,77.819,1160,232,1740,870,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-54-57,bombus_hypnorum,70.551,1160,232,1740,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_10-54-58,bombus_hypnorum,66.852,1160,232,1740,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_11-00-38,bombus_hypnorum,78.609,1160,232,1740,870,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_11-00-39,bombus_hypnorum,81.978,1160,232,1740,870,empty,empty,empty,empty,empty,empty,empty,empty,empty
06-05-2021_11-00-39,bombus_hypnorum,72.479,1160,232,1740,812,empty,empty,empty,empty,empty,empty,empty,empty,empty
